nome,genero,data_nascimento,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto
OLIVAL HENRIQUE MARQUES DE SOUZA,M,09/01/1982,81,6,5,14,1,21,0,348705.13000000006,64969.14,46736.63,44780.36,30622.11,46335.41,33972.17,36328.22,102.58,52.03,44758.25,48.23,,1111361.3900000001,111623.31,111623.31,109592.61,111004.98,111649.12,111623.31,111623.31,111623.31,111623.31,109374.82,,,33763.0
ORLANDO SILVA DE JESUS JUNIOR,M,27/05/1971,86,6,0,55,2,29,1,347684.93,34078.45,50115.29,48011.52,36761.9,35143.24,42254.79,31343.85,29333.12,17559.57,22948.2,135.0,,1111690.71,111617.03,111617.03,111617.03,111617.03,111617.03,110482.75,110592.71,110092.96,111501.8,110935.34,,,33763.0
OSMAR JOSÉ SERRAGLIO,M,23/05/1948,90,2,0,18,1,5,0,320921.03,19077.7,29207.4,26130.41,20067.8,44531.69,51037.47,44790.12,55420.83,11583.44,17433.34,1640.83,,1078596.1900000002,102045.23,102045.23,102373.18,107128.41,107128.41,111455.77,111604.99,111604.99,111604.99,111604.99,,,33763.0
OSMAR GASPARINI TERRA,M,18/02/1950,78,13,1,51,19,1,0,350612.88999999996,33397.85,46176.89,34640.39,49625.96,53227.35,32297.67,47515.44,36597.23,7122.49,9713.41,298.21,,1112941.7300000002,109825.73,111653.7,111653.7,111653.7,111653.7,111406.01,110461.51,111544.56,111544.56,111544.56,,,33763.0
OSIRES RODRIGUES DAMASO,M,16/04/1963,53,0,7,28,3,14,0,255990.91,31408.43,40910.15,58301.89,73416.69,21231.6,1370.5,,,,28120.28,1231.37,,1079907.46,110263.55,111361.15,110459.82,110403.44,108465.34,105166.62,104902.35,104902.35,106842.2,107140.64,,,33763.0
OSSESIO JOSE DA SILVA,M,09/12/1954,91,0,1,40,0,23,0,326705.74,22856.08,32967.51,44885.09,44251.03,42878.97,36165.64,32571.0,36167.25,16417.17,15511.06,2034.94,,1048780.85,95126.13,100049.61,100049.61,101155.61,107399.42,109451.62,109451.62,109451.62,109451.62,107193.99,,,33763.0
OTONI MOURA DE PAULO JUNIOR,M,22/11/1976,84,4,4,22,5,10,0,311152.22000000003,29251.54,38621.21,33877.22,38157.3,34241.98,39525.24,32193.49,28983.36,14438.89,21861.99,0.0,,1094715.3299999998,111344.26,111344.26,103979.14,109309.25,108218.25,109698.65,110326.95,111397.23,108096.55,111000.79,,,33763.0
JOSE OTACI BARROSO DO NASCIMENTO,M,18/08/1977,74,4,14,9,3,36,0,368718.02,34097.64,49392.31,48210.97,34983.27,71884.29,52613.86,34187.15,24172.09,19176.44,0.0,0.0,,1060727.53,110634.47,110634.47,111461.19,104089.69,105399.95,109079.92,98027.86,102477.45,105600.39,103322.14,,,33763.0
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,M,16/08/1979,54,6,8,22,7,29,0,313123.72,,,,60278.28,45102.92,59103.24,25424.98,22413.28,4801.02,96000.0,0.0,,768663.19,0.0,0.0,0.0,99490.98,111544.01,111370.3,111559.83,111589.2,111555.3,111553.57,,,33763.0
OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,M,07/07/1977,85,7,0,38,3,5,0,309949.50999999995,28191.31,32661.13,41179.54,35834.47,40153.83,38194.37,35104.11,26903.72,27484.62,3963.73,278.68,,1110778.2000000004,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,,,33763.0
LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,M,10/12/1977,92,0,0,58,0,1,0,262469.14,31403.73,29475.83,44044.7,36275.81,37791.57,25474.97,22228.02,13587.63,12264.36,9922.52,0.0,,1104744.4600000002,111586.85,109394.7,110910.09,111665.82,111665.82,111665.82,111338.69,111132.04,111132.04,104252.59,,,33763.0
LUIZ CARLOS MOTTA,M,24/04/1959,84,0,8,25,0,25,0,198130.09,14042.14,18661.32,24345.26,27399.17,56728.5,17013.5,17082.53,5413.05,9042.24,8142.09,260.29,,1105537.7899999998,111398.85,111398.85,111398.85,111398.85,111398.85,111354.57,110070.44,110070.44,110070.44,106977.65,,,33763.0
LUIZ HILOSHI NISHIMORI,M,09/04/1949,70,19,3,19,6,7,0,330074.38,26662.66,40716.7,40962.2,48292.97,35368.39,19045.34,23509.88,23445.46,13016.89,59053.89,0.0,,1109933.29,110729.39,107428.89,110412.97,111629.27,111629.27,111629.27,111629.27,111586.42,111629.27,111629.27,,,33763.0
LUIZ PHILIPPE DE ORLEANS BRAGANÇA,M,03/04/1969,83,0,9,26,0,7,0,223660.21,19234.16,41336.91,21511.75,44161.2,47173.05,7449.77,24167.48,10538.27,769.81,7317.81,0.0,,836796.4400000001,80014.24,80014.24,78351.82,77614.0,88736.9,88736.9,87317.09,86046.97,84982.14,84982.14,,,33763.0
LUIZ GOULARTE ALVES,M,06/06/1962,83,6,3,79,3,4,0,285318.72000000003,17529.81,25209.26,27551.78,33767.73,60114.45,51834.55,20110.94,22280.94,15064.03,10898.43,956.8,,1095279.8199999998,108232.4,109781.35,109900.5,109900.5,109900.5,109900.5,108325.93,109537.14,109900.5,109900.5,,,33763.0
MARCELO HENRIQUE TEIXEIRA DIAS,M,16/02/1974,82,0,10,12,0,5,0,285409.71,30085.79,35297.73,48468.84,34529.84,42150.69,25388.43,21373.22,20519.82,20596.13,6614.84,384.38,,1104089.09,110549.48,110549.48,110549.48,110549.48,110453.99,109913.41,111574.63,110366.56,109791.29,109791.29,,,33763.0
VITOR HUGO DE ARAUJO ALMEIDA,M,31/05/1977,87,5,0,3,0,0,0,247991.02000000002,16432.6,26263.43,32192.06,24370.73,53974.9,20455.63,20521.9,18883.41,19878.69,14201.72,815.95,,1069836.6199999999,107407.57,103693.97,109197.36,107703.17,109899.43,101572.63,102809.45,106773.19,109126.21,111653.64,,,33763.0
MARCELO GUILHERME DE ARO FERREIRA,M,12/06/1987,84,3,5,10,2,47,0,307213.4,26986.31,36212.74,47099.34,36707.5,41663.07,44619.68,30286.71,26697.75,14022.88,2892.7,24.72,,1080767.01,106502.04,111068.56,111653.48,104573.06,103998.48,103998.48,108171.78,109020.22,111580.78,110200.13,,,33763.0
MARCEL VAN HATTEM,M,08/11/1985,92,0,0,73,13,4,1,95767.47,8123.69,12211.18,13243.58,12804.33,14137.18,10989.52,6481.38,8305.85,1594.95,7201.12,674.69,,729302.9299999999,59210.65,74561.08,77565.06,86027.94,88136.42,88475.3,88365.7,66535.02,50212.88,50212.88,,,33763.0
MARCELO RIBEIRO FREIXO,M,12/04/1967,87,0,5,4,0,14,0,220700.09,25371.5,37740.75,19009.57,39407.4,37663.26,20187.89,24073.45,6438.59,3826.9,6980.78,0.0,,1068647.0699999998,109763.04,108881.53,107855.63,110816.54,106834.03,107170.93,111113.71,105198.94,100500.32,100512.4,,,33763.0
MARCELO CALERO FARIA GARCIA,M,07/07/1982,65,5,0,52,7,23,0,194103.82,,1.1,0.0,29402.3,28404.63,33524.41,20206.58,29621.93,26777.31,25447.67,717.89,,534667.1799999999,0.0,23880.29,3594.88,49213.63,59918.95,67197.14,73698.14,80943.09,86692.72,89528.34,,,33763.0
MARCELO PIRES MORAES,M,07/08/1979,87,3,2,16,3,16,0,212374.45,15903.33,44958.34,24488.41,24420.07,33677.36,32417.15,26539.86,4190.21,4850.81,928.91,0.0,,1090745.0699999998,108976.88,107192.46,110469.44,111026.25,109177.45,111653.48,111653.48,111653.48,105897.43,103044.72,,,33763.0
JOSÉ MARCELO DO NASCIMENTO NILO,M,26/04/1955,80,6,6,13,2,0,0,366890.19000000006,61106.1,34937.85,36268.18,40958.43,35389.33,43742.38,26510.69,33743.64,25941.0,25061.2,3231.39,,1116172.5,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,,,33763.0
MARCIO LUIZ ALVINO DE SOUZA,M,14/06/1969,92,0,0,3,0,2,0,134.51000000000002,0.65,10.41,24.07,12.54,20.48,24.95,21.49,16.96,2.96,0.0,0.0,,1064964.28,111659.72,109690.06,111659.72,110429.57,111392.82,109744.53,99030.68,98700.75,100771.53,101884.9,,,33763.0
MARCIO DELLA VALLE BIOLCHI,M,23/05/1979,82,8,2,1,0,7,0,328745.98000000004,29839.52,27502.09,37568.05,60835.16,62647.47,28392.17,39477.13,22006.65,9774.7,9645.25,1057.79,,1082337.06,111398.83,111398.83,111313.13,110867.47,111082.43,107055.29,104805.27,104805.27,104805.27,104805.27,,,33763.0
MARCELO RAMOS RODRIGUES,M,29/08/1973,82,8,2,2,0,7,0,390210.55,20242.76,39354.81,57067.23,41462.69,41579.55,62349.92,61760.73,26114.33,23392.5,16672.07,213.96,,1105239.61,111617.27,110137.0,111465.63,108808.39,109386.03,111155.67,111295.59,109732.76,110023.99,111617.28,,,33763.0
PEDRO AUGUSTO PALARETI,M,08/05/1963,58,30,4,0,0,0,0,348207.62,45002.25,39018.3,40476.1,35738.01,40011.13,27595.55,37061.8,25670.21,26631.48,31002.79,0.0,,1099514.65,111303.15,110591.43,108880.91,110241.85,108844.1,110633.34,111623.25,108056.54,110241.43,109098.65,,,33763.0
MÁRCIO JERRY SARAIVA BARROSO,M,14/11/1966,63,2,3,21,0,14,0,163473.09,,,,20971.05,47522.26,31931.29,25964.48,19440.27,13985.08,3427.26,231.4,,708518.79,0.0,0.0,0.0,71249.98,96777.84,101748.27,109177.73,108910.83,109376.66,111277.48,,,33763.0
MÁRCIO DA SILVEIRA LABRE,M,27/02/1974,88,2,2,40,0,15,0,254678.41,31765.87,30612.66,43142.47,38731.34,39322.53,28005.0,17658.24,14921.61,10361.64,101.04,56.01,,1113154.94,110430.7,111602.13,111624.11,110842.85,111612.93,111659.5,111035.13,111271.52,111646.42,111429.65,,,33763.0
PEDRO OLIVEIRA CUNHA LIMA,M,15/08/1988,39,0,4,0,0,1,0,54138.399999999994,15105.4,6552.71,,,,19551.73,4675.93,7482.04,744.31,26.28,0.0,,1049837.65,102779.29,102779.29,103224.64,109682.19,109459.52,109682.19,103892.66,102779.29,102779.29,102779.29,,,33763.0
PEDRO DEBONI LUPION MELLO,M,04/06/1983,80,9,3,62,1,6,1,306966.59,6990.56,44793.64,46634.0,51461.51,41298.48,35147.53,27135.2,18926.03,17314.08,17265.56,0.0,,1109508.7100000002,111605.04,111605.04,111605.04,111605.04,105063.35,111605.04,111605.04,111605.04,111605.04,111605.04,,,33763.0
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,M,01/11/1979,81,10,1,45,8,12,0,357966.11,35356.92,46331.54,47765.23,40146.04,35975.34,30438.93,45067.84,23587.48,18965.33,20615.38,13716.08,,1113557.5899999999,111508.09,111508.09,111508.09,111508.09,109984.78,111508.09,111508.09,111508.09,111508.09,111508.09,,,33763.0
PEDRO TORRES BRANDÃO VILELA,M,01/05/1985,85,5,2,43,5,21,0,393054.99,31328.35,40549.36,55871.88,58384.84,42801.44,30516.96,34120.1,39606.51,35100.26,23402.57,1372.72,,1113010.42,111574.73,111574.73,111574.73,111157.4,111574.72,111423.47,110673.83,110454.25,111568.59,111433.97,,,33763.0
ANTÔNIO PINHEIRO NETO,M,30/05/1991,91,1,0,20,4,1,0,294243.27999999997,34997.43,47358.67,38778.05,35564.82,34383.72,26281.37,23988.24,21895.37,8254.43,22120.56,620.62,,1107362.29,111556.62,111556.62,111556.62,107672.88,108716.69,110221.78,111520.27,111520.27,111520.27,111520.27,,,33763.0
PEDRO PAULO CARVALHO TEIXEIRA,M,29/06/1972,63,0,5,15,0,12,0,248251.66,,,,51163.43,42918.65,43675.67,42675.89,12939.06,27396.36,27482.6,0.0,,484425.37,0.0,0.0,0.0,25314.28,64406.44,81028.78,68927.62,64604.46,98824.28,81319.51,,,33763.0
PEDRO BANDARRA WESTPHALEN,M,19/12/1950,91,0,1,75,2,1,0,374641.16000000003,36518.28,54324.72,62114.31,50504.82,44251.67,34167.19,35224.3,25574.63,8729.07,19392.14,3840.03,,1115262.5,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,,,33763.0
PEDRO FRANCISCO UCZAI,M,10/03/1963,82,9,1,48,12,31,0,309467.77,32367.32,26624.2,29187.49,18046.24,52327.88,47932.03,39574.89,34048.81,9759.62,19368.58,230.71,,1114305.2600000002,111168.36,111574.57,111623.31,111623.31,111395.97,110426.54,111623.3,111623.3,111623.3,111623.3,,,33763.0
DARCI POMPEO DE MATTOS,M,12/07/1958,89,2,1,65,11,43,0,357499.67000000004,41231.74,59462.92,49369.15,33109.82,73003.33,28978.11,25956.45,17821.83,16082.73,11921.59,562.0,,1111211.1400000001,111204.69,111204.69,110681.07,110983.29,111198.62,111016.67,111016.67,111100.61,111392.73,111412.1,,,33763.0
RAFAEL HUETE DA MOTTA,M,15/08/1986,80,5,7,27,4,21,0,250565.76,22061.25,20987.07,32044.73,47323.12,38481.01,19788.15,28425.17,12569.51,12585.75,16300.0,0.0,,1116110.6300000001,111611.09,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,,,33763.0
RENILDO VASCONCELOS CALHEIROS,M,20/04/1959,74,18,0,5,14,50,0,275747.55999999994,25389.44,28887.96,30867.82,32538.33,33726.63,37650.53,30620.56,25957.77,19988.78,9301.73,818.01,,1099568.3699999999,110852.8,110852.8,109867.21,107453.52,108361.91,110816.41,110388.48,110325.08,110325.08,110325.08,,,33763.0
RAIMUNDO MAGALHÃES COSTA,M,09/03/1961,77,10,5,25,8,13,0,385527.77,31247.01,33852.56,35730.14,54251.36,59847.83,39948.97,38881.38,37224.96,30425.51,23741.54,376.51,,1103448.3099999998,109381.85,111443.89,110344.94,107265.94,110092.7,110034.01,111291.2,110355.3,111665.71,111572.77,,,33763.0
ALCIDES RIBEIRO FILHO,M,25/10/1953,85,0,7,37,0,24,0,340097.37,33108.61,33113.89,48105.19,48107.0,48112.75,33107.36,36344.43,15569.34,12097.38,31074.94,1356.48,,1107759.0199999998,111586.87,111586.87,110799.1,108381.81,111671.93,110344.32,111671.93,111029.15,110343.52,110343.52,,,33763.0
JOZIEL FERREIRA CARLOS,M,22/04/1966,88,0,4,35,0,42,0,328259.88,26284.98,21925.42,46651.94,55224.11,45817.36,25815.11,24873.87,32404.12,21329.86,27427.97,505.14,,1093222.67,110786.15,110786.15,110786.15,110786.15,111298.81,110023.45,111617.14,111033.65,111084.56,95020.46,,,33763.0
REGINALDO LÁZARO DE OLIVEIRA LOPES,M,02/04/1973,77,15,0,4,5,55,0,284727.53,22866.69,27219.1,59587.46,50048.57,49989.97,35479.55,19697.6,15557.4,2851.16,1377.71,52.32,,1095155.55,108026.25,109022.78,111193.01,111289.68,111289.68,111083.64,105108.61,107364.31,111138.02,109639.57,,,33763.0
ISRAEL MATOS BATISTA,M,02/05/1982,89,2,1,55,0,14,0,265423.98,24294.73,25264.69,33230.03,31069.74,44260.36,16543.25,15516.55,11331.89,12985.33,50927.41,0.0,,1097075.16,108657.06,109957.54,111581.39,106242.06,110968.15,108128.74,109508.43,111653.58,108724.61,111653.6,,,33763.0
RAUL JEAN LOUIS HENRY JÚNIOR,M,06/06/1964,86,6,0,36,6,21,0,274939.11,38165.25,27107.83,30472.86,39228.39,44657.47,34719.45,33058.24,17205.35,5575.16,3910.59,838.52,,1116110.4000000001,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,,,33763.0
RICARDO JOSÉ MAGALHÃES BARROS,M,15/11/1959,85,7,0,27,4,12,0,286887.69,30337.94,29984.02,32699.54,38325.55,31338.43,31141.41,40542.02,28929.56,8765.2,14824.02,0.0,,1066238.1,110792.29,109833.02,109637.04,109134.1,106128.07,104534.79,103324.87,103658.88,103658.88,105536.16,,,33763.0
RICARDO CORREA DE BARROS,M,27/10/1959,82,8,2,16,3,8,0,239740.45,34114.07,31898.49,33217.15,47538.24,47361.51,22483.72,14839.35,3821.91,2615.91,1320.06,530.04,,1112052.43,111449.81,111363.0,111585.6,110962.81,111421.42,111065.11,110412.97,111435.17,110878.73,111477.81,,,33763.0
GILDENEMIR DE LIMA SOUSA,M,08/11/1971,74,4,14,12,3,18,0,312619.94999999995,21687.15,23939.17,27502.58,30200.89,41443.63,96284.55,18286.41,23625.66,19840.25,9809.66,0.0,,1111841.1400000001,111416.98,111416.98,111416.98,111416.98,111211.51,111113.67,111113.67,109524.41,111604.98,111604.98,,,33763.0
RICARDO ZANATTA GUIDI,M,28/09/1977,92,0,0,27,2,11,0,209156.02000000002,20891.82,27553.59,25787.02,36603.04,34612.26,34669.08,20256.07,1117.85,371.85,6749.48,543.96,,1115695.0499999998,111665.83,111665.83,111665.83,110702.58,111665.83,111665.83,111665.83,111665.83,111665.83,111665.83,,,33763.0
RICARDO IZAR JUNIOR,M,01/08/1968,82,2,8,10,1,9,0,318098.3,21993.12,26040.58,36284.07,34496.42,82039.32,25193.31,14757.52,10691.35,11857.99,54744.62,0.0,,1115705.86,111574.72,111565.62,111631.28,111653.59,111355.92,111556.47,111563.15,111599.55,111580.77,111624.79,,,33763.0
MARCO ANTÔNIO FELICIANO,M,12/10/1972,85,7,0,38,6,6,1,230636.69,16409.3,13151.81,24167.42,22449.14,40447.31,43250.46,33839.75,21664.84,14490.61,766.05,0.0,,1100514.06,111368.34,104360.16,111368.34,110321.79,111368.34,109798.51,107823.56,111368.34,111368.34,111368.34,,,33763.0
FRANCISCO EURICO DA SILVA,M,12/09/1962,85,3,4,36,2,2,0,339026.2,14408.85,34580.27,33487.4,61812.66,34367.09,44384.17,39009.4,33133.99,26233.24,17555.06,54.07,,1109317.17,111617.15,111617.14,111617.12,111617.12,111617.12,111160.97,110300.06,109687.41,110073.19,110009.89,,,33763.0
JOÃO CARLOS SIQUEIRA,M,28/02/1967,89,0,3,104,0,16,0,326214.09,18732.03,37477.94,34833.52,44831.86,54192.78,54866.82,25266.73,20811.94,30550.84,4649.63,0.0,,1115363.54,111635.71,111635.71,111635.71,111621.16,111599.34,111599.34,111599.34,110786.91,111599.34,111650.98,,,33763.0
PAULO PEREIRA DA SILVA,M,24/02/1956,46,46,0,2,13,11,0,298844.3,29383.01,37602.3,44450.75,46446.53,47674.81,19088.84,19977.9,19527.49,16302.91,17516.42,873.34,,1096276.1,111343.49,107820.9,105264.15,110968.98,111659.67,110813.89,110674.85,111659.67,111659.67,104410.83,,,33763.0
MANOEL ISIDORIO DE SANTANA JUNIOR,M,28/07/1962,89,3,0,28,4,21,0,122097.39,18985.98,7305.2,24819.7,17539.09,17263.62,14958.11,9351.19,6767.24,5107.26,0.0,0.0,,1099891.43,107571.53,110759.99,109535.1,109059.48,111629.57,111629.57,110968.2,109579.33,109579.33,109579.33,,,33763.0
PAULO EDUARDO LIMA MARTINS,M,20/04/1981,91,0,1,25,0,0,0,88681.27,3945.73,11259.49,14805.25,19018.57,2707.3,8218.59,11131.25,16570.06,22.25,729.81,272.97,,977162.47,102152.26,98860.68,99214.26,106521.83,98007.37,89495.08,89495.08,93465.44,98709.04,101241.43,,,33763.0
PATRUS ANANIAS DE SOUZA,M,26/01/1952,78,5,9,42,5,5,0,332131.93,24018.54,39827.35,54717.6,54875.05,42393.82,34520.85,28314.93,23534.46,12411.86,17114.6,402.87,,1114717.9000000001,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,,,33763.0
PAULO FERNANDO DOS SANTOS,M,15/09/1957,73,19,0,6,8,5,0,222771.27000000002,17870.27,16725.9,32875.97,39024.79,33319.95,22766.87,23531.76,13785.48,14270.34,8103.75,496.19,,1115302.3900000001,111659.67,111659.67,111659.67,111659.67,111659.67,110842.8,111182.23,111659.67,111659.67,111659.67,,,33763.0
PAULO ABI-ACKEL,M,21/06/1963,77,0,15,5,0,52,0,256231.7,50879.76,37522.53,37414.19,37784.96,34690.33,17048.14,19193.24,11703.0,6914.08,3081.47,0.0,,1107774.2699999998,111538.31,110817.73,111004.47,111583.13,111604.58,111647.43,111647.43,110107.3,108838.96,108984.93,,,33763.0
PAULO EDUARDO MAESTRI BENGTSON,M,06/01/1974,74,18,0,36,13,32,0,337176.96,24899.76,55324.78,56960.66,35093.13,30445.65,25398.99,50948.77,12321.28,10643.94,35140.0,0.0,,1114366.52,111659.64,111659.64,111225.25,111659.64,111659.64,109864.15,111659.64,111659.64,111659.64,111659.64,,,33763.0
PAULO VELLOSO DANTAS AZI,M,14/01/1963,84,4,4,40,3,22,0,303701.38,26573.17,22575.78,39470.93,54315.35,45960.76,40677.23,23921.98,20173.45,14820.46,15158.92,53.35,,1048327.5800000002,111653.56,111653.56,111653.56,111653.56,111653.56,105448.85,111501.94,84752.91,94178.04,94178.04,,,33763.0
PAULO ROBERTO FOLETTO,M,30/04/1956,60,7,3,27,5,14,0,257901.50999999998,,,0.19,51630.42,39961.07,33587.39,45223.11,39622.49,36912.19,10817.0,147.65,,782783.92,0.0,0.0,7203.85,107317.7,111447.51,111550.44,111550.44,111550.44,110584.76,111578.78,,,33763.0
PAULO GUSTAVO GANIME ALVES TEIXEIRA,M,19/04/1983,91,1,0,42,1,18,0,38387.05000000001,4333.73,6334.72,7106.41,11947.54,5938.04,1814.9,903.97,4.58,3.16,0.0,0.0,,611595.71,73760.41,73760.41,63558.1,63218.02,63218.02,62690.9,48131.14,59845.03,50259.82,53153.86,,,33763.0
PAULO ROBERTO SEVERO PIMENTA,M,19/03/1965,84,8,0,2,3,18,0,304036.70999999996,41686.99,42323.66,49222.99,42354.53,32901.03,24113.63,31686.3,12308.5,7348.04,20091.04,0.0,,1114688.1,111354.73,111252.94,111313.04,111544.32,111544.32,111544.32,111544.32,111501.47,111544.32,111544.32,,,33763.0
LUIZ PAULO TEIXEIRA FERREIRA,M,06/05/1961,84,0,8,73,0,37,1,312052.29,40466.04,38234.76,37583.2,39346.86,42509.71,25284.11,20834.46,19352.1,7832.41,40239.64,369.0,,1116573.36,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111635.16,,,33763.0
PAULO ROBERTO FREIRE DA COSTA,M,14/02/1955,74,8,10,21,2,9,0,183703.66999999998,28123.72,36815.55,34070.9,19783.12,41182.9,7628.08,363.7,7406.48,4265.11,4064.11,0.0,,1115080.6000000003,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,,,33763.0
PAULO JOSE CARLOS GUEDES,M,01/10/1970,79,7,6,46,7,23,0,325411.6,50413.88,36385.16,43402.14,47827.78,41593.85,21450.49,21887.9,27132.68,21181.05,14036.67,100.0,,1111487.07,111544.43,111544.43,111501.58,111257.51,110565.25,110600.74,111071.26,110674.48,111285.05,111442.34,,,33763.0
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,M,11/10/1980,69,22,1,9,8,10,0,328673.66,19734.06,28439.45,40556.3,67828.9,47398.69,35714.39,30671.96,28461.24,16759.0,10109.67,3000.0,,939350.0699999998,94142.1,93371.15,93371.15,93371.15,92962.2,102548.76,89862.58,88681.7,91617.35,99421.93,,,33763.0
Paulo Sérgio Ramos Barboza,M,18/10/1944,75,13,4,51,23,17,0,307607.98,31306.73,33083.48,45488.92,41894.52,40776.21,31441.15,25189.78,21649.26,20853.85,14891.88,1032.2,,1116170.88,111560.91,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,,,33763.0
RICARDO AUGUSTO MACHADO DA SILVA,M,01/09/1985,89,0,3,51,0,13,0,298314.29,46869.46,45084.75,38278.91,27339.96,44758.85,31421.18,25575.18,20837.8,14005.25,3151.94,991.01,,1112441.45,110579.85,110579.85,111362.96,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,,,33763.0
MARCOS ROBERIO RIBEIRO MONTEIRO,M,15/02/1970,81,6,5,37,4,18,0,288276.95,47590.17,43538.26,54646.16,42748.76,30958.46,28787.21,13260.89,3509.26,5237.78,18000.0,0.0,,1112616.52,111586.97,111592.17,111596.36,111537.03,111479.16,111586.97,109754.31,110277.92,111586.97,111618.66,,,33763.0
RICARDO TEOBALDO CAVALCANTI,M,18/10/1965,67,9,16,6,4,15,0,352006.47000000003,75838.7,29031.88,30495.58,29669.48,37062.21,33057.3,33767.66,29421.01,26894.86,26767.79,0.0,,1112441.4500000002,111120.99,111212.54,111152.88,111465.56,111108.83,110890.32,111508.05,111481.05,111392.77,111108.46,,,33763.0
ROBERTO ALVES DE LUCENA,M,18/04/1966,90,1,1,57,5,32,1,335652.59,27341.46,32606.18,45748.0,61804.31,44824.77,33506.21,25809.69,16752.34,15496.77,30106.85,1656.01,,1101716.29,111550.4,111427.12,111550.39,106316.6,103862.46,110721.82,111475.46,111586.8,111586.8,111638.44,,,33763.0
BENEDITO ROBERTO ALVES FERREIRA,M,27/05/1960,71,5,2,33,2,26,0,227815.87999999998,,,33796.04,30363.13,35983.32,37144.68,34164.65,28065.77,17655.52,10559.32,83.45,,1079408.08,109132.76,107234.64,96888.0,105185.2,107935.24,107935.24,110811.59,111501.92,111501.92,111281.57,,,33763.0
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,M,12/06/1970,6,4,0,0,0,0,0,5702.879999999999,,,,,,,,,,5352.86,350.02,,85453.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85453.97,,,33763.0
RODRIGO COELHO,M,29/06/1980,92,0,0,81,5,4,1,107305.81000000001,12678.98,16326.42,25770.44,13620.7,25418.03,7973.08,3227.19,8.21,1.82,2280.94,0.0,,1107951.8,109154.71,111314.4,111501.02,111586.72,111586.72,110156.87,109978.97,109732.04,111665.67,111274.68,,,33763.0
RODRIGO BATISTA DE CASTRO,M,15/07/1971,84,4,4,19,4,24,0,298166.35,29116.39,39825.95,37384.92,42822.4,46598.49,40201.06,31887.58,7204.14,7391.07,14196.79,1537.56,,1053984.4600000002,110306.95,110306.95,110761.5,111635.37,111520.32,107830.91,100648.62,97447.42,96783.22,96743.2,,,33763.0
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,M,12/12/1977,87,5,0,89,5,5,1,243424.51999999996,37494.76,31595.53,46417.62,42559.37,55888.64,7585.9,10901.08,10003.24,1.97,976.41,0.0,,1074590.0899999999,110810.36,110810.36,110810.36,110810.36,110810.36,110810.36,102087.7,102087.7,102087.7,103464.83,,,33763.0
RONALDO MANCHADO MARTINS,M,21/01/1978,11,0,4,0,0,0,0,79088.04,,,,,,,,33317.39,30426.34,15344.31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0
ROGÉRIO MENDONÇA,M,27/01/1953,84,5,3,46,2,3,0,282557.76,19071.55,19591.03,40202.77,23209.03,30598.89,32032.33,30741.03,29926.43,37877.83,18450.4,856.47,,1100712.56,109169.18,108681.15,110025.02,111462.3,110179.58,109656.3,110879.89,109964.15,110926.7,109768.29,,,33763.0
RONALDO CARLETTO,M,05/01/1960,88,4,0,5,3,16,0,270539.92,39853.86,35749.72,49246.61,35321.41,45779.44,16673.29,17006.88,22518.74,7609.31,160.66,620.0,,1113060.9799999997,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,108778.61,,,33763.0
