nome,genero,data_nascimento,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto
CARLOS ALBERTO CHIODINI,M,08/03/1982,85,4,3,25,6,8,2,257915.07000000004,21142.87,33080.35,34458.92,35659.6,28696.29,31410.11,38827.88,16920.33,11149.03,6369.69,200.0,,1088228.6600000001,110052.14,109597.2,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,,,33763.0
CARLOS HENRIQUE AMORIM,M,21/04/1961,79,1,12,33,1,24,0,365968.74999999994,38480.4,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.0,13639.42,15863.38,539.97,,1014767.7100000001,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,,,33763.0
Carlos Roberto Coelho de Mattos Júnior,M,08/02/1982,84,3,5,10,0,0,0,193058.73,17012.14,20943.23,27544.0,16413.28,29052.38,31940.35,20649.2,10845.1,8605.79,8978.05,1075.21,,1079427.9200000002,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,,,33763.0
JOSÉ NOBRE GUIMARÃES,M,13/02/1957,87,5,0,30,1,6,0,330052.23000000004,35580.92,49264.7,53330.78,44056.16,39099.98,40522.75,38743.31,5167.09,5484.15,18802.39,0.0,,1109829.63,111580.82,111580.82,106516.85,111349.5,111617.2,111617.2,110824.75,111580.83,111580.83,111580.83,,,33763.0
CARLOS HENRIQUE FOCESI SAMPAIO,M,31/03/1963,87,1,4,14,0,5,0,314513.00000000006,25615.74,54934.33,51456.2,45438.4,42806.53,22600.9,21181.85,14951.58,15364.01,20163.46,0.0,,1059385.24,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,,,33763.0
JOSE MARIO SCHREINER,M,08/02/1961,90,1,1,23,1,18,0,321855.16000000003,32378.68,34131.0,35150.44,34335.14,33895.08,34419.78,30802.48,30264.95,28822.57,27655.04,0.0,,1066482.06,109957.51,110458.63,111653.6,110841.99,107595.56,106178.18,102628.43,103537.52,103537.52,100093.12,,,33763.0
JOSE ANTONIO DOS SANTOS MEDEIROS,M,19/03/1970,91,1,0,13,0,12,1,425982.1699999999,41612.96,57092.54,53792.4,51560.09,69600.74,44189.19,32055.2,28733.6,28925.42,18420.03,0.0,,1086660.28,111465.46,107407.42,107407.42,109785.43,97298.23,106682.36,111653.49,111653.49,111653.49,111653.49,,,33763.0
JOSÉ NELTO LAGARES DAS MERCEZ,M,19/09/1960,76,9,7,11,6,27,0,359343.92,18842.7,31027.78,65930.97,33393.0,58347.09,9066.4,44447.74,45204.58,52635.69,447.97,0.0,,1109765.5899999999,111520.25,111520.25,111520.25,111520.25,111520.25,109841.23,111520.25,111134.58,111411.47,108256.81,,,33763.0
JOSÉ NUNES SOARES,M,18/12/1950,37,0,0,0,0,0,0,152004.37999999998,51304.13,44699.63,41468.03,14382.59,0.0,,,,,,150.0,,435131.91,111665.59,111589.78,111513.97,100362.57,0.0,0.0,0.0,0.0,0.0,0.0,,,33763.0
JOSÉ BENITO PRIANTE JÚNIOR,M,02/12/1963,74,3,15,2,0,0,0,243483.1,14028.01,21611.02,36293.55,46059.11,26042.21,30264.32,17847.28,45184.97,5617.88,534.75,0.0,,990861.14,97088.45,100844.39,98958.69,98302.8,98302.8,98302.8,98302.8,101247.86,101450.97,98059.58,,,33763.0
JOSÉ RICARDO WENDLING,M,23/06/1964,87,4,1,52,1,2,0,379737.77999999997,47539.51,48226.11,44947.97,40154.45,56607.85,45635.99,32568.83,18088.42,9458.98,33245.54,3264.13,,1116596.6,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,,,33763.0
JOSIAS GOMES DA SILVA,M,14/10/1956,53,14,1,14,6,8,0,244965.93999999997,,,,37812.96,42560.03,33851.36,34320.23,29429.08,28432.62,38159.66,400.0,,763624.5699999998,0.0,0.0,0.0,102768.71,105042.36,111420.19,111471.35,110889.2,110889.2,111143.56,,,33763.0
JOSEILDO RIBEIRO RAMOS,M,23/08/1957,84,3,5,33,0,2,0,390729.06,60500.14,44516.13,51988.63,37649.8,23871.94,49876.84,34364.16,32616.98,28446.92,26897.52,0.0,,1113579.4,110975.34,111192.49,111192.49,111134.29,111501.09,111538.26,111538.26,111538.26,111538.26,111430.66,,,33763.0
JOSÉ ALVES ROCHA,M,18/08/1948,82,10,0,43,14,30,0,341483.82,25275.02,33000.03,37777.87,42689.97,36822.12,29942.35,43118.28,38255.35,34560.49,20042.34,0.0,,1116171.1,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,,,33763.0
JOSIMAR CUNHA RODRIGUES,M,13/11/1976,41,0,2,0,0,0,0,160429.33000000005,36371.45,47905.56,52338.19,17061.07,,,,511.98,4108.54,1792.26,340.28,,1100076.94,111471.6,111471.6,110571.71,110320.31,111471.6,111471.6,111508.56,109200.21,106309.55,106280.2,,,33763.0
JOSIVALDO DOS SANTOS MELO,M,29/11/1983,88,4,0,29,6,0,0,279506.54,21390.12,50216.34,66242.26,54516.89,31532.54,14146.15,9948.48,25223.1,5493.0,601.81,195.85,,1087475.42,109834.64,109133.04,108673.14,108126.11,109322.96,109689.09,110179.61,108448.1,109154.46,104914.27,,,33763.0
JUAREZ ALVES DA COSTA,M,20/01/1960,76,14,2,30,10,4,0,286297.01,33762.77,29769.8,40259.36,37858.68,49103.29,26328.45,25776.41,20924.48,16871.27,5642.5,0.0,,1107779.47,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,111162.37,109674.42,108806.09,,,33763.0
GULLIEM CHARLES BEZERRA LEMOS,M,05/01/1976,82,3,7,11,2,13,0,272569.55,38644.26,43307.15,46413.68,34292.95,40271.63,18048.99,23755.06,10112.59,13734.9,3988.34,0.0,,1073734.8800000001,106277.34,110741.87,107850.38,102147.71,106945.98,111544.27,111280.11,111064.87,110913.41,94968.94,,,33763.0
JÚLIO CÉSAR DE CARVALHO LIMA,M,25/08/1948,86,4,2,29,1,2,0,329807.36,48212.84,33482.83,56838.12,35813.07,40211.43,44250.16,29186.93,16972.21,7841.05,16998.72,0.0,,1114549.89,111538.26,111538.26,111538.26,111538.26,111538.26,111501.88,111501.88,111161.8,111501.88,111191.15,,,33763.0
JULIO CESAR RIBEIRO,M,24/02/1975,87,2,3,60,6,6,0,263477.95,26890.1,28619.85,35118.26,31477.2,38418.47,33269.13,13143.92,14635.22,24505.8,17400.0,0.0,,1094014.85,110759.02,105263.07,106792.55,108795.61,111223.92,109230.11,110628.48,110962.29,111235.06,109124.74,,,33763.0
ROGERIO TEIXEIRA JUNIOR,M,23/10/1976,90,0,2,25,0,22,0,337821.24,33072.15,34365.28,31977.44,39661.39,44814.09,26560.48,25486.9,17046.65,12279.37,71724.25,833.24,,1112183.7699999998,108921.19,110894.43,111659.58,111659.58,111659.58,111659.58,111659.58,111430.45,111319.9,111319.9,,,33763.0
JÚLIO CÉSAR DELGADO,M,18/11/1966,91,0,1,48,0,31,0,245091.49,23586.52,35296.45,33823.83,34364.11,56841.53,17475.27,17669.93,11169.38,4631.02,9789.91,443.54,,1109806.59,110986.45,110986.45,111235.3,111531.3,111550.51,109027.34,111593.02,110694.89,111562.28,110639.05,,,33763.0
GERALDO JUNIO DO AMARAL,M,30/06/1987,91,1,0,30,0,0,0,179389.33000000002,16979.19,14451.11,25610.69,31335.45,31129.39,17956.64,18110.53,6532.7,3657.75,12777.63,848.25,,1058167.4200000002,111244.01,111568.64,104078.91,107929.17,107929.17,107929.17,104584.75,101899.75,98331.82,102672.03,,,33763.0
JOÃO FERRARI JÚNIOR,M,13/07/1967,90,0,2,9,0,3,0,94663.23000000001,8680.31,8762.84,8003.19,21597.73,19604.33,15478.69,6864.46,622.21,109.48,4939.99,0.0,,1110371.2399999998,110937.81,110937.81,110937.81,110654.13,111456.53,111089.43,111089.43,111089.43,111089.43,111089.43,,,33763.0
JOSE LOURENÇO BOMFIM JUNIOR,M,18/10/1978,54,12,26,0,1,20,0,325684.68999999994,11881.07,43757.09,56694.99,32636.52,44333.41,47598.39,27942.49,30668.11,18920.47,11252.15,0.0,,1115892.6400000004,111524.91,111594.6,111623.2,111623.2,111592.68,111586.81,111586.81,111586.81,111586.81,111586.81,,,33763.0
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,M,16/04/1985,67,8,17,6,3,30,0,272306.50000000006,35529.67,16147.74,37180.59,37869.41,76496.63,42600.85,18616.9,5577.94,2286.77,0.0,0.0,,1107574.02,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,111053.08,110753.12,109724.67,109724.67,,,33763.0
JOSE JUSCELINO DOS SANTOS REZENDE FILHO,M,06/11/1984,85,4,3,1,0,1,0,391234.28,39558.44,52848.98,44643.51,50698.44,48470.78,55791.11,40356.17,36000.27,18177.58,4637.09,51.91,,1109745.44,110507.02,110507.02,111186.79,111532.15,110332.3,110764.64,111228.88,111228.88,111228.88,111228.88,,,33763.0
KIM PATROCA KATAGUIRI,M,28/01/1996,84,4,4,62,3,12,0,202356.37,15889.67,9310.42,32389.53,35453.98,36648.4,30223.62,22699.49,16601.85,3139.41,0.0,0.0,,765446.22,75731.76,77161.59,78158.12,78158.12,78158.12,78158.12,71671.03,74027.3,75335.08,78886.98,,,33763.0
LAFAYETTE LUIZ DOORGAL DE ANDRADA,M,17/10/1966,87,5,0,59,0,27,0,376915.2099999999,29251.73,39861.64,52826.59,42134.64,41334.11,44226.72,44285.13,35678.49,26632.12,17517.31,3166.73,,1104641.3800000001,111544.46,111544.46,111544.46,111544.46,111263.26,110390.91,109863.03,108952.78,109202.03,108791.53,,,33763.0
LAERCIO JOSÉ DE OLIVEIRA,M,15/04/1959,72,14,6,16,5,7,0,295340.12,20598.89,31888.12,37935.34,49827.18,37808.58,37653.44,39566.37,25894.47,5389.55,8778.18,0.0,,1086804.0699999998,103604.23,107290.08,109521.54,109909.05,111647.51,111647.51,111647.51,107801.38,106867.63,106867.63,,,33763.0
LEONARDO CUNHA DE BRITO,M,13/04/1979,86,4,2,36,5,9,0,413000.1099999999,64865.56,69430.57,43427.25,44023.23,56266.09,40451.85,28627.98,32993.68,24136.85,7953.55,823.5,,1093959.42,104448.63,109685.94,109463.1,109785.38,109997.68,108567.57,109778.55,109943.69,110738.33,111550.55,,,33763.0
LEONARDO BARRETO DE MORAES,M,11/01/1984,81,8,3,61,5,1,0,221298.78000000003,13458.24,17561.59,41858.77,39472.79,46876.47,27265.7,10199.77,4604.15,1514.89,18486.41,0.0,,958890.87,109730.68,109730.68,104705.05,78211.65,98387.94,102628.37,103449.01,93605.55,69793.32,88648.62,,,33763.0
ELIEL MÁRCIO DO CARMO,M,26/10/1973,79,5,8,12,1,20,0,270991.89,31696.46,33415.26,37481.58,36954.21,40691.83,31408.7,21963.05,10012.55,6213.1,20620.89,534.26,,1074173.9700000002,111342.23,108446.45,105583.01,110106.32,109512.89,108231.6,106012.51,105725.06,103118.9,106095.0,,,33763.0
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,M,03/06/1957,85,7,0,48,5,18,0,274420.31999999995,32267.47,34350.83,36617.13,40189.49,36516.96,25613.05,35368.62,14652.5,7798.15,10416.12,630.0,,1004787.4800000002,95364.13,97315.51,97580.89,100457.1,101325.85,102548.8,102548.8,102548.8,102548.8,102548.8,,,33763.0
JOSÉ LEONARDO COSTA MONTEIRO,M,09/10/1951,90,2,0,78,2,31,0,370539.54000000004,30287.88,38974.45,44293.05,49461.68,42783.49,32773.39,37659.13,39429.92,28141.96,26644.63,89.96,,1115073.98,111277.54,111461.68,111544.44,111544.44,111544.44,111549.09,111399.39,111591.36,111580.8,111580.8,,,33763.0
LOESTER CARLOS GOMES DE SOUZA,M,21/09/1982,66,1,25,8,0,0,0,423873.94000000006,51222.08,55278.77,68803.71,41378.22,24009.95,28151.93,27178.56,45367.11,40789.46,41485.31,208.84,,1058613.72,108697.08,108954.19,109105.86,109798.14,111299.32,95357.9,101706.13,105392.98,105314.71,102987.41,,,33763.0
LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,M,28/10/1976,82,6,4,29,11,43,0,350229.30000000005,30310.76,39689.23,42708.93,44491.12,47331.8,40167.99,35099.32,30877.77,25534.48,13973.4,44.5,,1095791.23,111466.21,110033.89,110033.89,110625.91,111513.95,110154.4,103839.72,109962.87,110185.54,107974.85,,,33763.0
LOURIVAL GOMES DE ALMEIDA,M,22/07/1955,86,3,3,14,2,5,0,305112.88,14519.64,25717.22,37716.76,46990.2,74614.42,33015.39,23533.31,15875.95,17628.0,15501.99,0.0,,1105692.88,111124.38,110908.22,111228.05,111285.85,111586.93,111489.89,110688.82,111413.02,111471.72,104496.0,,,33763.0
LINCOLN DINIZ PORTELA,M,03/11/1953,86,5,1,9,0,0,0,301526.94,24877.94,37260.0,27687.95,33349.11,37659.28,37644.95,32037.05,27785.28,19637.79,23587.59,0.0,,1095515.6099999999,111204.76,111204.76,111204.76,110871.12,105937.25,106809.84,108941.95,109398.07,109763.49,110179.61,,,33763.0
LUCAS DE VASCONCELOS GONZALEZ,M,21/12/1988,88,2,2,31,1,15,0,134290.68999999997,14001.15,13315.11,17768.47,23175.15,28588.17,17992.12,7639.28,4616.15,6645.82,549.27,0.0,,677075.0800000001,68437.72,62951.08,63166.33,67438.96,71384.5,74468.04,66881.33,62426.29,60148.68,79772.15,,,33763.0
LUCAS BELLO REDECKER,M,26/05/1981,85,4,3,49,4,2,0,297418.30000000005,18366.95,19763.29,37306.39,48214.9,50732.7,27914.6,43469.68,18833.03,14310.9,17733.59,772.27,,1105699.5400000003,111417.0,110962.07,109414.5,108345.27,110762.68,110962.07,110758.96,110962.07,110962.07,111152.85,,,33763.0
LUIS CLAUDIO FERNANDES MIRANDA,M,27/03/1980,91,1,0,65,0,0,0,193112.43000000002,16743.53,33704.02,30605.59,26090.58,21766.24,23916.74,17430.46,16138.85,4746.41,1632.81,337.2,,1082807.76,106579.01,108384.08,109890.74,110052.17,110052.17,108853.56,107084.79,108333.76,106788.74,106788.74,,,33763.0
LUCAS DE CASTRO SANTOS,M,08/04/1987,67,25,0,19,12,58,0,221649.05,22480.5,18432.79,22998.58,21079.17,26003.4,20905.29,18201.85,23018.52,21902.15,26626.8,0.0,,1112338.73,111617.15,111617.15,111617.15,111617.15,111617.15,111617.15,109647.32,110427.08,110907.87,111653.56,,,33763.0
LUCIANO CALDAS BIVAR,M,29/11/1944,51,41,0,0,0,0,0,181122.12,18381.42,23290.8,31445.95,19048.08,43618.09,14831.36,14148.53,7726.22,8624.62,7.05,0.0,,996599.97,91073.95,93911.18,93911.18,88454.35,95106.71,98832.14,103178.96,109418.54,111356.48,111356.48,,,33763.0
LUCIANO DUCCI,M,23/03/1955,,,,,,,0,325541.91000000003,46474.19,48810.14,35792.35,32052.26,47967.64,31152.19,36214.31,17713.75,17321.87,12043.21,0.0,,1097820.85,109566.95,109566.95,109566.95,109566.97,107107.37,108864.14,110895.38,110895.38,110895.38,110895.38,,,33763.0
LUCIO ANTONIO MOSQUINI,M,23/07/1969,65,18,9,7,10,4,1,314351.91,22814.86,37943.72,37277.68,33863.39,52954.34,60039.82,35256.76,13602.35,5303.46,14782.79,512.74,,1055029.87,103573.81,103573.81,104259.44,105167.9,105078.15,105577.36,103610.02,109603.64,107559.68,107026.06,,,33763.0
LUIS HENRIQUE DE OLIVEIRA RESENDE,M,23/07/1971,65,27,0,0,0,1,0,206108.28999999998,24380.4,19630.04,16280.7,21384.26,23717.87,83724.33,12724.71,1434.48,1630.48,246.71,954.31,,976602.4500000001,102787.88,107579.52,107414.98,106200.45,102578.95,103260.32,87097.78,88793.47,86249.93,84639.17,,,33763.0
LUIZ ANTONIO C. C. CORRÊA DA SILVA,M,27/12/1940,92,0,0,15,2,12,0,331524.33,26760.26,53909.91,51960.94,55507.32,43817.25,22011.84,15741.5,14642.31,13891.12,32316.67,965.21,,1109289.06,111465.47,111465.47,110744.43,111390.88,111157.09,111068.18,108984.95,110976.29,111271.35,110764.95,,,33763.0
MÁRCIO COSTA MACÊDO,M,18/09/1970,52,1,1,8,2,4,0,164177.85,,,,0.0,16787.66,27268.99,38765.68,38156.83,35940.77,7257.92,0.0,,511532.31000000006,,,,0.0,46665.52,53660.67,87537.03,101530.81,110745.63,111392.65,,,33763.0
MÁRCIO CARLOS MARINHO,M,12/12/1970,74,11,7,21,5,6,1,374168.49999999994,28608.42,24612.71,87100.11,35803.17,42787.11,34980.07,29850.24,23287.44,12853.57,54226.75,58.91,,1066590.8399999999,111538.42,111538.42,111538.42,111538.42,111304.79,104295.83,108413.15,103411.2,97135.73,95876.46,,,33763.0
MARCO AURELIO BERTAIOLLI,M,30/04/1968,88,1,3,26,0,3,0,206196.99000000002,28128.86,30235.56,22907.7,47414.1,40248.99,17222.16,7514.38,7024.35,3337.0,2163.89,0.0,,1010254.2,104253.35,107457.85,110229.17,106982.17,106721.56,95359.26,95003.0,95003.0,95003.0,94241.84,,,33763.0
LUIZ GONZAGA PATRIOTA,M,26/04/1946,80,6,6,28,7,25,0,303093.71,22780.56,36532.8,44638.78,37071.52,47392.53,33365.05,14810.82,24195.76,14592.64,21187.43,6525.82,,1115718.0099999998,111537.98,111533.39,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,,,33763.0
MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,M,19/09/1991,86,3,3,3,5,45,0,305743.51999999996,37229.73,45797.72,35296.78,47661.27,43605.72,29896.24,19412.64,13864.08,13561.1,19248.24,170.0,,1108178.6400000001,111453.36,111453.36,111453.36,111453.36,110719.2,111453.36,110990.79,110945.59,110315.41,107940.85,,,33763.0
DIONILSO MATEUS MARCON,M,21/09/1964,82,1,9,41,5,6,0,358429.31,33805.52,34685.04,46776.77,67340.35,43567.04,42706.44,25113.89,25890.66,17413.91,19958.86,1170.83,,1111935.23,111534.3,110974.31,110974.31,110974.31,111019.51,111334.03,110348.97,111528.69,111623.4,111623.4,,,33763.0
MARCOS ANTONIO PEREIRA,M,04/04/1972,79,13,0,32,6,2,0,171024.00999999998,33000.03,21288.53,42830.84,19781.81,31532.05,17820.2,2744.05,883.19,735.01,149.5,258.8,,1111467.68,111386.7,111386.7,111386.7,111386.7,111386.7,111180.66,109193.42,111386.7,111386.7,111386.7,,,33763.0
MÁRIO LÚCIO HERINGER,M,30/09/1954,78,3,11,38,2,22,0,274347.67999999993,35777.47,30872.8,52890.28,44007.32,33664.82,25044.69,27897.92,11606.96,7490.7,5000.0,94.72,,1106478.3699999999,108960.32,108960.32,110437.25,111355.11,110648.37,110896.1,110606.09,111538.27,111538.27,111538.27,,,33763.0
MARIO S. M. NEGROMONTE JR.,M,31/08/1980,71,19,2,7,8,7,0,283467.05,26386.19,33065.98,33489.75,58105.2,54891.47,26596.75,27166.91,10040.39,1001.41,12723.0,0.0,,1116475.5400000003,111647.56,111647.56,111647.56,111647.56,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,,,33763.0
MARLON ARATOR SANTOS DA ROSA,M,25/09/1975,63,9,20,7,4,3,0,332608.8,24466.62,19158.58,27520.14,82930.62,59334.2,35941.42,30893.15,15236.67,14231.43,21646.27,1249.7,,1105751.4400000002,111188.97,111502.04,111502.04,111502.04,111502.04,109087.84,111502.04,111502.04,111502.04,104960.35,,,33763.0
ANTONIO DA CRUZ FILGUEIRA NETO,M,25/04/1992,76,12,4,17,13,16,0,418146.78,52702.54,51161.51,54284.92,48630.65,43394.41,32253.04,34492.26,31643.88,27540.63,40896.06,1146.88,,1112762.5499999998,111586.84,110907.07,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,,,33763.0
MARX BELTRÃO LIMA SIQUEIRA,M,28/11/1979,83,6,3,32,4,24,0,277419.97,43947.39,60863.33,59802.08,39037.85,24587.92,13236.05,13919.02,2757.69,198.65,19069.99,0.0,,1105015.07,111500.15,105630.21,108240.46,111402.45,111417.01,111417.01,111417.01,111387.27,111301.75,111301.75,,,33763.0
MAURÍCIO ALEXANDRE DZIEDRICKI,M,26/07/1979,90,1,1,11,8,20,0,378904.42000000004,28557.96,41243.96,59588.36,44634.78,61628.19,34814.58,28693.5,28155.6,27746.72,23740.77,100.0,,1094729.05,111082.77,111611.06,111268.24,110282.65,109535.38,108881.43,102269.49,108505.54,111074.03,110218.46,,,33763.0
CARLOS MAURO BENEVIDES FILHO,M,09/03/1959,88,4,0,28,1,0,1,250985.52000000002,21129.13,18098.14,36566.13,44445.37,32089.23,29659.65,21607.31,13765.35,7891.6,25733.61,0.0,,1007041.5,93447.35,99891.99,102672.1,105278.45,105278.45,105278.45,103707.6,97162.37,97162.37,97162.37,,,33763.0
MAURO RIBEIRO LOPES,M,24/05/1936,84,0,8,20,0,24,0,327838.68000000005,29210.99,42786.99,43725.4,42443.21,51164.98,31636.03,29963.37,26198.94,19363.5,11345.27,0.0,,1090963.84,111241.16,111241.16,111038.05,110514.27,111241.16,111241.16,111241.16,104860.7,98879.02,109466.0,,,33763.0
MAURO NAZIF RASUL,M,30/01/1959,91,0,1,36,0,25,0,100784.53000000001,4235.25,3815.58,13417.43,17031.41,26117.27,21453.99,8734.3,4519.14,1.25,1437.89,21.02,,1108083.45,110974.34,110974.34,110974.34,110974.34,110974.34,110869.4,110263.46,110130.21,110974.34,110974.34,,,33763.0
MERLONG SOLANO NOGUEIRA,M,17/09/1958,83,8,1,49,5,14,0,320190.3,32534.86,34007.17,65910.85,49741.86,44576.54,33550.37,18790.8,882.39,2003.6,36053.54,2138.32,,1101261.9300000002,111514.07,111514.07,109889.21,108365.9,108365.9,108365.9,111006.3,111514.07,109968.51,110758.0,,,33763.0
MIGUEL LOMBARDI,M,29/01/1964,92,0,0,58,0,13,0,217790.83,21529.06,20198.21,30632.06,38065.72,45564.65,12768.86,16882.42,10720.35,11587.9,7771.1,2070.5,,1101861.13,110285.02,110027.91,108913.76,108699.5,108742.35,110027.91,110185.82,111659.62,111659.62,111659.62,,,33763.0
MILTON COELHO DA SILVA NETO,M,21/12/1964,73,7,12,13,3,10,0,406028.75000000006,41372.83,54381.3,41283.16,61001.85,69046.75,36898.77,32238.51,31948.13,25293.35,11642.39,921.71,,1042259.69,98440.42,99358.12,99358.12,99628.66,106925.15,98996.63,107236.13,110253.98,110995.68,111066.8,,,33763.0
MISAEL ARTUR FERREIRA VARELLA,M,27/11/1959,72,16,4,2,2,9,0,294347.22,40550.65,28772.67,39473.99,36515.71,55694.58,22863.7,26098.84,7892.07,4772.84,31712.17,0.0,,1113759.47,111649.87,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111463.71,109877.65,,,33763.0
MILTON VIEIRA PINTO,M,16/09/1962,76,9,7,20,5,10,0,284680.47,15104.76,24431.95,43074.46,32806.86,43685.44,26364.39,34727.21,27787.62,22992.52,13705.26,0.0,,1094408.85,109457.78,109457.78,106894.46,106497.63,106497.63,109984.28,110730.78,111653.57,111653.57,111581.37,,,33763.0
NELSON NED PREVIDENTE,M,14/02/1960,79,9,4,20,0,0,0,322542.79999999993,51552.78,56554.42,57033.13,51660.97,58746.46,6365.91,10378.0,3887.61,6650.92,19712.6,0.0,,980717.9999999999,110616.22,110616.22,110616.22,110616.22,110616.22,110616.22,102405.85,66158.1,63594.02,84862.71,,,33763.0
NEREU CRISPIM,M,21/07/1963,76,15,1,36,16,14,0,417797.69,52892.77,67730.02,46926.51,36681.89,35764.37,43612.55,21861.94,16947.45,12156.21,82241.98,982.0,,1097932.79,109332.85,110197.3,111617.15,111498.26,111444.57,109844.51,108850.5,107832.63,108701.27,108613.75,,,33763.0
NERI GELLER,M,07/11/1968,60,14,18,25,7,18,1,322194.68999999994,26016.06,29783.49,39536.45,41096.72,45632.52,37712.93,29857.26,35665.64,22036.3,14232.16,625.16,,1109132.74,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,105317.58,111647.55,110634.76,,,33763.0
NEY LEPREVOST NETO,M,26/10/1973,58,6,2,51,4,0,0,250300.45,,,,28018.44,32989.51,37760.39,35739.57,26480.21,19925.2,69342.63,44.5,,730472.1,0.0,0.0,0.0,76475.21,102555.61,109080.88,109944.25,111055.51,110166.27,111194.37,,,33763.0
NEUCIMAR FERREIRA FRAGA,M,26/06/1966,87,1,4,68,0,7,1,349436.13,34545.81,33612.52,49129.99,55029.76,67613.75,35393.03,21575.54,12366.55,10463.83,28539.4,1165.95,,1098923.4300000002,111368.66,111040.46,111107.83,111107.83,109270.87,107980.3,110501.19,110501.19,107478.78,108566.32,,,33763.0
NEWTON CARDOSO JUNIOR,M,11/11/1979,85,1,6,25,1,12,1,282029.01999999996,62781.95,58116.52,45506.36,30662.5,33316.42,24375.56,21306.96,5675.41,213.73,73.61,0.0,,1098429.5,111046.4,110209.9,111152.64,110209.9,110209.9,110104.96,108206.02,109148.38,109148.38,108993.02,,,33763.0
NILSON PINTO DE OLIVEIRA,M,25/03/1952,77,0,15,26,0,39,0,340162.81000000006,39664.04,46872.66,56655.2,37457.02,35301.13,36143.13,32546.53,26440.59,14982.99,13649.53,449.99,,1102101.46,111368.62,111368.62,111368.62,109207.75,109771.77,111671.95,111671.95,110439.24,109852.23,105380.71,,,33763.0
ANTONIO CARLOS NICOLETTI,M,21/07/1981,75,1,16,59,0,31,0,369112.29,38016.72,67484.95,68546.23,46662.93,44145.52,29902.09,21903.43,14408.35,16165.84,21876.23,0.0,,1041585.9500000001,106715.96,104753.67,100268.19,104648.11,102051.33,104582.59,104199.41,104950.39,104708.15,104708.15,,,33763.0
NILTO IGNACIO TATTO,M,31/07/1963,87,4,1,28,4,17,1,328669.61000000004,21771.11,30106.02,49511.22,34833.12,65168.75,26285.28,25096.49,26593.94,14143.77,32652.9,2507.01,,1114366.1500000001,111240.1,111304.77,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,,,33763.0
NIVALDO FERREIRA DE ALBUQUERQUE NETO,M,07/01/1988,67,10,15,3,5,19,0,389428.25999999995,51142.75,32527.8,36723.4,44128.8,45988.02,40122.75,36721.32,36428.86,25644.56,40000.0,0.0,,1108543.32,109956.52,110816.48,110816.48,110816.48,110816.48,110835.89,111538.32,111538.32,111538.32,109870.03,,,33763.0
ODAIR JOSÉ DA CUNHA,M,18/06/1976,82,7,3,10,0,5,0,304994.45,55346.62,34653.62,37546.58,42542.21,34172.8,29794.44,18443.73,32816.78,7463.12,11963.31,251.24,,1102598.87,111079.82,110852.83,110852.83,109882.9,111168.04,110621.09,105404.52,110351.88,111192.48,111192.48,,,33763.0
ONYX DORNELLES LORENZONI,M,03/10/1954,54,0,15,11,0,15,0,136189.28,,,2593.42,28196.18,26612.67,21776.63,21981.35,21195.51,7719.73,5461.1,652.69,,643704.98,0.0,0.0,1497.48,80959.97,107801.6,110926.9,98786.99,82200.32,78655.54,82876.18,,,33763.0
